etapa,Violenc_escolas,id,Concorda,DRs,Cidade,serie,Idade,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,escala7_soma_pertenc,esc8_rel_intergrup,esc9_inc_diversid,esc10_est_emoc_neg,esc11_satisf_vida,esc3_4_conflitos,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers,esc1_1,esc_1_2,esc_1_3,esc_1_4,esc_1_5,esc_1_6,esc_1_7,esc_1_8,esc_1_9,esc1_Pertencimento,esc2_sit_alunos,esc2_sit_escola,esc6_loc_agr_esc,esc6_loc_agr_imed,esc6_loc_agr_internet,esc5_bull_alvo,esc5_bull_agente,esc5_bull_testem,esc7_grup_estig,esc7_soma_pert
1ª etapa D,,26,1,1,Estância,2,17,feminino,pardo,3,4,1,2,2,3,1,4,2,3,1,1,5,2,1,1,4,1,1,1,1,2,4,1,1,2,5,4,2,1,5,4,5,4,1,2,2,5,4,5,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,5,5,,2,1,1,3,4,1,1,1,2,1,1,4,4,4,4,1,2,2,1,3,4,1,1,,1,,,,,2.8,4,3.75,3.33333,2.5,1,1,1,0,0,1,0,0,0,0,2,,2,2.44444,1.875,1.14286,1,4,2.25,2.75,1.16667,3.4,3.1875,1.58333,2.58333,1.90317,1,3,2,5,4,4,3,5,2,4,3.55556,1.4,2.09091,1,1,1,1.33333,1,1,0.230769,0.181818
!D,,27,1,1,Estância,2,17,masculino,preto,2,3,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,3,1,1,5,5,5,1,1,5,5,5,5,5,5,1,5,5,1,5,1,5,5,1,5,1,1,2,1,1,1,1,3,1,4,4,1,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,1,5,5,5,4,4,3,2,1,1,1,1,5,1,1,5,,1,5,5,2,,,,,,,,,,,,,4.2,3.66667,5,1,5,1,0,0,0,0,1,0,0,0,0,2.5,1,3,1.77778,2.625,1.42857,3,2,1.75,3.33333,1.66667,,3.75,2.75,2.84615,1.54762,1,4,3,5,5,5,5,5,5,1,4.22222,2.2,2.81818,4,5,5,1.33333,1,2,0.0769231,0.0909091
1 etapa D,,28,1,1,Estância,2,16,masculino,,1,4,2,4,4,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,2,5,2,2,1,1,1,5,2,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,5,5,4,5,5,5,5,2,1,2,2,1,1,1,2,1,3,4,4,2,1,1,5,,1,1,1,1,1,,,,1.4,1.33333,3,2.66667,1.5,1,0,0,0,0,0,0,0,0,0,4,1.33333,,2.55556,2.125,1,1,1,2.25,4.22222,1.33333,2.8,2.0625,1.75,3.61538,1.71111,1,5,2,4,2,2,1,5,5,5,3.44444,1.4,2.45455,1,1,1,1,1,1,0,0.0454545
1ª etapa D,,29,1,1,Estância,2,17,feminino,pardo,2,4,2,3,4,3,2,3,2,3,3,2,1,4,1,3,5,3,1,1,1,3,2,3,1,2,2,4,2,3,2,2,3,2,3,2,2,4,3,1,1,1,1,2,1,1,1,1,1,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3,,,5,5,5,5,4,4,2,3,3,3,2,2,2,3,3,3,2,4,4,2,2,1,1,5,5,1,1,,1,,,,,2.2,2.33333,3,1.66667,2,1,2,0,0,0,1,0,1,1,0,3.5,1,2,2.77778,2.3125,1.14286,,6,,4,2.5,3,2.1875,2.3125,3.81818,2.21429,1,4,2,4,3,2,3,4,3,4,3.22222,2,2.45455,,,,1.33333,1,1,0.307692,0.272727
1 ER D,,30,1,1,Estância,2,17,masculino,preto,2,4,2,2,1,3,3,1,2,3,1,1,1,3,1,1,4,1,1,1,5,5,,2,2,3,4,3,5,5,4,1,5,5,1,4,1,3,,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,4,4,1,5,5,5,4,4,3,2,1,1,1,1,1,1,1,4,4,4,4,3,2,2,1,5,4,1,1,,,,1,,,3.6,4,4.25,1.33333,,2,0,0,0,0,1,0,0,1,0,2.5,1,3,2.22222,,1.14286,1.375,4,4,3.33333,1,3.8,3.13333,1.86957,3.53846,1.98095,1,4,2,4,4,5,3,3,5,4,3.77778,1.4,2.5,1,2,3,1,1,1.5,0.0769231,0.181818
1 etapa D,,31,1,1,Estância,2,17,feminino,pardo,2,3,1,2,4,2,2,2,5,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,5,5,1,3,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,4,4,4,4,2,2,,1,5,3,1,1,,,,1,,,1,5,4,1,3,1,1,1,0,0,1,0,1,1,0,5,1,2,2.55556,1.375,1,1.5,6,5,5,1,3.6,2.25,1.41667,5,1.86667,1,4,3,5,4,2,4,4,4,1,3.44444,1,1.54545,1,3,3,1,1,1,0.307692,0.272727
1 ET D,,32,1,1,Estância,2,19,masculino,preto,2,3,2,2,4,3,3,1,2,3,1,1,1,3,1,1,4,1,1,5,5,2,5,2,2,3,4,3,5,5,4,2,4,5,2,5,1,2,3,2,5,5,1,1,1,1,1,1,1,1,1,2,1,2,5,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,2,1,5,5,5,2,1,2,2,1,1,,2,1,1,1,5,5,5,5,4,2,2,1,5,4,1,2,,,,1,,,3.8,3.66667,4.25,3,4,1,0,1,0,0,1,0,1,0,0,1.5,1,3,2.44444,2.375,1,2.125,4,1.75,2.66667,,4.8,3.625,2.29167,2.38462,2.9,1,4,3,4,4,2,3,3,5,4,3.55556,2.2,2.45455,2,1,4,1,1,1,0.230769,0.181818
1ª etapa D,,34,1,1,Estância,2,16,masculino,pardo,1,1,2,2,2,4,2,4,4,1,5,1,5,1,1,2,4,2,1,1,2,2,2,4,4,2,2,4,2,1,5,4,2,2,1,1,5,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,5,5,1,1,,1,,,,,2.8,2,1.5,1.33333,1.5,1,0,1,0,0,2,0,1,0,1,1,1,2,2.44444,2.375,1,1,6,1,2.33333,1,1.8,2.3125,1.91667,1.92308,1.26667,1,5,5,4,4,4,2,4,2,2,3.55556,1.2,2.90909,1,1,1,1,1,1,0.307692,0.272727
1º ano A,,36,1,1,Estância,2,15,feminino,pardo,4,2,1,1,3,3,1,2,2,3,1,2,1,3,1,1,1,2,1,1,2,5,2,2,1,3,5,4,3,5,1,1,5,4,1,5,3,5,2,1,5,1,1,1,1,2,1,4,4,4,4,4,4,2,2,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,4,5,5,5,5,1,2,4,3,5,1,1,5,5,4,1,2,2,1,5,1,1,1,,1,1,1,,,2.6,4,4.25,1,3.5,1,1,1,1,0,1,0,1,1,0,4.83333,1,2,2.11111,1.8125,2,2.75,7,5,4.88889,2.66667,3.2,3.0625,2.125,4.92308,2.62222,1,2,4,5,5,3,3,5,4,4,3.88889,1.8,1.81818,4,1,1,1,1.5,4,0.384615,0.318182
1º ano A,,37,1,1,Estância,2,16,feminino,pardo,4,3,3,1,2,3,3,2,1,3,2,1,1,1,1,1,3,1,1,1,2,4,1,1,1,3,5,2,3,2,3,1,5,5,1,4,1,5,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,3,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,5,4,3,3,5,5,5,2,4,5,5,4,1,3,3,2,2,1,3,3,4,3,2,2,1,1,5,4,1,1,,,1,1,,,2.4,4.66667,4.75,1,1,1,1,1,0,0,1,0,1,0,1,3.83333,1,2,2.44444,1.5625,1.28571,2.125,6,4,4.22222,2,3,2.4375,1.75,4.15385,2.09524,1,2,3,3,5,4,3,3,4,5,3.55556,1.4,1.63636,3,3,2,1,1,2,0.307692,0.272727
1º ano A,,38,1,1,Estância,2,15,masculino,preto,1,3,2,4,4,4,2,4,2,5,1,3,,2,1,1,4,5,5,4,5,5,5,1,4,1,5,1,5,5,1,3,5,5,5,5,1,5,3,3,5,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,1,2,2,1,5,5,1,1,1,1,1,1,,,3,5,5,4.33333,4,1,0,1,0,0,1,0,0,0,0,1,1,3,2.88889,,1.28571,2,3,1,2.33333,1,3.4,3.625,2.91304,1.92308,1.89524,1,5,3,4,2,2,2,4,2,4,3.11111,4.4,2.9,2,2,2,1,1,2,0.153846,0.136364
1º ano A,,39,1,1,Estância,2,15,masculino,pardo,4,1,3,4,3,4,2,2,5,2,3,1,5,4,1,1,5,3,1,1,5,3,1,1,,1,5,1,4,3,4,1,5,5,4,4,2,5,,1,,1,1,1,1,1,1,1,1,3,3,5,1,1,3,5,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,3,4,3,,,,,,,,,,1,1,1,1,1,1,5,5,5,5,5,2,2,1,5,5,1,1,1,,,,,,2.6,5,4.5,2,,2,0,1,0,0,1,0,1,0,0,,,2,3.11111,,1,3.25,5,3.75,,1,5,2.92857,2.73913,3.75,2.33333,1,2,5,3,2,3,2,4,4,1,2.88889,1.6,2.9,5,5,5,1,1,1,0.230769,0.227273
1º,Quando eu brigo na escola,40,1,1,Estância,2,15,feminino,preto,5,1,2,2,4,2,2,4,2,2,1,2,3,3,1,1,5,3,1,3,3,1,3,3,3,2,2,4,2,1,1,2,2,1,3,1,2,2,5,3,2,1,3,3,1,2,2,3,3,2,2,2,3,3,5,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,3,2,2,4,4,4,3,2,2,2,1,1,2,2,2,1,1,2,,2,4,4,1,2,1,5,5,1,1,1,1,1,1,,,1.6,2,2,2.33333,3.5,2,1,1,0,0,1,1,0,1,1,2,2,3,2.66667,2.375,2.42857,2.75,8,2.75,2.66667,1.5,,2.125,2.5,2.69231,1.96429,1,1,5,4,4,2,4,4,2,4,3.33333,2.2,2.45455,2,2,3,2.33333,2,3,0.307692,0.363636
1º ano A,,41,1,1,Estância,2,15,masculino,pardo,3,1,3,4,3,5,2,2,5,2,3,1,5,3,1,1,5,1,1,2,3,1,1,2,5,1,3,4,3,3,4,1,5,5,2,3,5,2,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,4,1,3,3,5,1,3,2,2,1,1,3,1,4,3,4,1,3,4,4,1,,2,1,5,5,1,1,,1,1,1,,,2.4,3.33333,2.75,,,1,1,1,0,0,1,0,1,0,1,1.66667,2.33333,2,3.11111,2.3125,1,1,6,2,2.33333,2.66667,2.6,3.07692,1.875,2.23077,2.08889,1,3,5,3,2,3,1,4,4,1,2.88889,1.4,2.72727,1,1,1,1,1,1,0.384615,0.272727
1º ano A,,42,1,1,Estância,2,15,feminino,pardo,4,4,2,4,4,3,3,4,5,4,2,2,2,3,2,2,4,2,1,1,2,2,2,2,2,4,1,5,4,1,4,3,4,5,1,2,5,1,1,4,1,1,1,2,1,1,1,4,4,4,4,2,2,1,1,2,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,3,3,4,4,5,5,4,4,2,2,1,1,4,4,3,4,4,3,3,2,2,3,2,2,1,3,2,1,1,1,1,1,1,,,3.2,2,2.25,2,1,1,2,1,0,0,1,0,1,0,0,2.83333,1.33333,2,3.66667,2.1875,2,2.5,6,3,3.44444,3.33333,2.6,2.875,2.29167,3.30769,2.64444,1,2,2,4,2,2,3,3,2,1,2.33333,2,2.27273,2,2,4,1.33333,1,4,0.384615,0.272727
1º A,,43,1,1,Estância,2,15,masculino,pardo,3,2,3,1,3,3,1,1,3,1,1,1,5,1,1,1,5,1,1,1,3,1,1,4,3,1,3,5,2,3,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,2,1,5,2,5,5,5,5,2,2,2,1,1,1,2,1,5,1,3,4,5,4,3,,2,1,5,1,1,2,,,,1,,,1.6,1.66667,2.75,1.33333,1,1,0,0,0,0,1,0,1,1,0,2.33333,1,2,2.22222,1.9375,1,1.25,4,3.25,3.22222,1.83333,3.8,1.75,1.70833,3.23077,2.21111,1,3,4,3,5,3,3,5,5,3,3.77778,1,2.36364,2,1,1,1,1,1,0.153846,0.181818
1º A,,44,1,1,Estância,2,16,masculino,pardo,3,1,3,4,3,5,4,4,2,2,1,1,1,1,1,1,4,1,1,1,1,2,2,4,4,1,5,1,2,2,1,2,2,2,1,2,1,5,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,5,2,5,5,5,5,2,2,2,1,3,1,1,1,5,1,5,4,5,5,3,2,2,1,5,2,1,1,1,1,1,1,,,1.6,4,3.5,1.66667,1,2,0,1,0,0,1,0,1,1,0,2.33333,1,2,3.22222,1.75,1,1.5,6,5,3.22222,2,4.4,1.75,1.66667,3.76923,2.46667,1,3,5,3,2,3,1,2,2,4,2.77778,1.2,2,2,2,1,1,1,1,0.230769,0.272727
1º Ano,,45,1,1,Estância,2,15,masculino,preto,4,5,1,1,2,4,2,4,1,3,1,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,5,4,3,2,4,,,4,2,3,3,4,5,3,5,3,1,1,1,1,1,1,1,1,2,2,1,1,5,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,5,2,3,4,5,5,5,4,4,5,3,2,4,1,3,3,3,4,3,2,5,5,4,4,2,2,1,5,5,1,1,,,,1,,,,,3.5,2.66667,5,2,0,1,0,0,1,1,0,1,0,3.83333,1.33333,3,2.66667,1.9375,1,2.5,6,3.5,4.11111,2.83333,4,3.35714,2.125,3.92308,2.61111,1,2,1,5,5,4,2,4,2,5,3.33333,3,1.45455,2,4,4,1,1,1,0.153846,0.272727
1º A,,46,1,1,Estância,2,15,feminino,branco,5,3,2,2,1,3,3,4,3,3,3,1,4,5,1,2,5,2,2,2,5,5,2,5,3,1,5,1,2,1,2,5,5,5,1,2,4,5,1,2,2,1,3,3,1,1,2,1,1,5,2,2,2,2,2,2,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,1,4,5,3,5,5,5,1,5,1,5,5,5,5,1,3,3,5,4,5,2,1,1,5,1,1,1,,1,1,1,,,2.2,5,3.5,1.33333,1.5,1,1,1,0,1,0,0,1,1,0,3.66667,2,1,2.88889,3.125,1.71429,2.75,6,5,3.77778,3.66667,4,2.5,3,4.15385,3.12698,1,1,3,4,4,5,3,3,2,3,3.11111,2,3.63636,2,2,5,2.33333,1.5,1,0.230769,0.272727
1º A,Não escreveu,47,1,1,Estância,2,15,,pardo,5,2,4,4,2,5,1,2,3,3,3,1,2,2,1,1,4,4,1,1,4,5,3,2,2,2,5,2,3,2,2,2,3,3,1,3,4,4,2,3,3,1,2,4,2,1,1,2,3,2,3,3,3,3,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,4,5,5,4,3,3,3,3,5,3,3,3,3,3,2,4,4,3,3,1,2,1,,5,,1,,,,1,,,2.2,4,3,1.66667,2.5,1,1,0,0,0,1,0,0,0,0,2.83333,1.33333,2,3.11111,2.4375,2.14286,3.25,3,3,3.44444,3.33333,3.2,2.5625,2.70833,3.30769,2.89206,1,1,4,2,2,4,1,5,4,3,2.88889,2,2.63636,3,4,4,2.66667,1,2.5,0.153846,0.136364
1º A,Não escreveu,48,1,1,Estância,2,15,feminino,preto,5,2,4,5,4,5,1,1,1,3,3,,4,4,1,1,,3,1,2,4,2,1,3,4,2,3,4,3,1,1,1,4,3,2,4,4,4,1,1,1,1,2,4,2,1,1,3,4,2,3,3,3,3,4,4,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,4,1,4,5,5,4,3,3,4,5,4,5,5,5,5,5,2,5,1,1,1,1,2,1,5,5,1,1,,,,1,,,1.6,3,3.25,1.33333,1,2,1,1,0,0,1,0,0,0,0,3.33333,1.33333,3,3.11111,,2.42857,3.25,5,3.25,3.77778,4.83333,2,2.25,2.81818,3.61538,3.0873,1,1,4,2,1,2,1,5,5,5,2.88889,2.25,2.7,3,4,4,2.66667,1,3.5,0.230769,0.227273
1º A,,49,1,1,Estância,2,15,masculino,pardo,4,3,3,2,3,3,2,4,5,3,2,1,1,3,1,1,4,3,1,1,2,2,2,3,4,1,4,4,2,3,1,2,4,4,2,4,5,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,3,3,5,5,5,5,3,5,4,4,2,1,3,3,2,1,2,2,3,4,3,2,2,3,1,5,4,1,1,1,,,1,,,1.8,3.33333,3.25,1.33333,1,1,0,0,0,0,1,0,0,0,0,3.83333,1,2,3.22222,2.125,1.14286,1.5,2,3.5,4.22222,2,2.8,2.5,1.91667,4,1.98095,1,2,3,3,4,3,3,4,2,1,2.77778,1.8,2.27273,1,1,1,1,1,1.5,0.0769231,0.0909091
1º A,Assédio,50,1,1,Estância,2,16,feminino,branco,4,3,2,5,2,3,2,2,1,4,2,2,1,2,1,1,3,1,1,1,2,2,1,1,1,3,4,1,5,2,1,2,4,5,2,5,3,5,3,1,1,2,1,2,1,1,1,1,5,5,1,4,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,2,4,5,1,1,2,1,2,1,3,5,4,3,4,1,2,1,5,3,1,1,,1,,1,,,2.6,4.33333,4.5,1.66667,2,2,1,1,0,1,0,0,1,1,0,4.33333,1,1,2.66667,1.625,1.71429,2.125,7,5,4.55556,1.33333,3.8,2.75,1.79167,4.69231,2.28254,1,2,3,4,1,4,3,4,4,5,3.33333,1.8,1.54545,4,1,1,1.33333,1,3,0.230769,0.318182
1 ano A,,51,1,1,Estância,2,15,masculino,preto,3,4,1,1,1,3,4,1,2,,1,1,2,2,1,1,5,1,1,1,1,2,,4,1,1,5,,1,2,2,1,5,1,1,2,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5,,5,5,4,,2,2,2,2,1,1,1,1,1,1,1,2,1,5,1,2,1,1,5,5,1,2,1,,,,,,1.4,,,1,1,1,0,0,0,0,1,0,0,0,0,,1.33333,3,2.22222,,1,1,2,3,3.14286,1,2,1.78571,1.45455,3.09091,1.33333,1,3,2,5,5,5,3,2,5,4,3.77778,1,2,1,1,1,1,1,1,0.0769231,0.0909091
1 ano A,,52,1,1,Estância,2,15,masculino,pardo,3,3,3,3,3,3,3,4,3,3,1,3,3,3,3,1,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,1,5,5,1,1,,,1,,,,3,3,3,1,1,2,0,0,0,0,1,0,1,0,1,1,1,2,3.11111,2.75,1,1,5,1,2.33333,1,3,2.375,2.16667,1.92308,1.66667,1,3,3,3,3,3,3,3,2,3,2.88889,2.6,2.81818,1,1,1,1,1,1,0.153846,0.227273
1 ano A,,53,1,1,Estância,2,15,masculino,pardo,4,5,2,2,2,2,2,2,2,3,1,1,1,2,1,1,2,1,1,3,2,3,2,3,4,2,3,3,3,3,1,1,3,3,1,3,3,3,1,1,1,1,2,1,1,2,2,2,2,1,2,3,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,3,3,3,5,5,5,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,2,3,1,5,5,1,1,1,,,1,,,2,3,3,1,1,1,0,0,0,0,1,0,1,1,0,3,1,2,2.55556,1.9375,1.71429,1.875,4,2.75,3.66667,1,4,2.0625,1.91667,3.38462,2.2381,1,2,1,4,4,4,4,4,4,4,3.44444,1.8,2,3,3,2,1.33333,2,2,0.153846,0.181818
1 ano A,Fui chamada de feia e maria palito,54,1,1,Estância,2,16,feminino,preto,5,3,2,4,2,4,2,4,2,4,2,2,1,2,1,2,4,1,1,1,3,2,2,4,2,1,5,1,5,3,3,1,5,5,3,5,1,5,3,1,1,1,1,1,1,,,,,5,4,2,4,1,2,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,2,4,5,1,1,3,1,1,3,3,2,4,3,2,1,1,1,5,5,1,1,,1,1,,,,2.6,5,5,1.66667,2,2,1,1,0,0,1,0,1,1,0,4.33333,1,3,3.11111,2.125,,2.75,7,5,4.55556,1.66667,2.8,2.75,2.33333,4.69231,2.23333,1,1,3,4,2,4,2,4,2,4,2.88889,1.8,2.27273,2,1,3,1,,,0.307692,0.318182
1 ano A,,55,1,1,Estância,2,16,feminino,pardo,4,2,1,5,2,5,3,5,1,4,5,1,3,1,1,2,3,1,1,1,5,2,1,2,4,2,4,1,2,5,1,2,5,5,2,5,4,2,1,1,,2,1,5,1,1,5,1,5,1,1,1,3,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,5,5,3,5,5,5,5,5,5,2,4,1,1,2,2,1,2,1,3,5,4,3,4,2,1,1,5,4,1,2,,1,,,,,2.4,4.66667,3.5,1.66667,,0,1,1,0,0,1,0,1,1,0,3.66667,1,2,3.11111,2.3125,2.71429,1.625,5,4.5,4.11111,1.5,3.8,2.8,2.08333,4.23077,2.67143,1,2,4,5,1,4,1,3,1,5,2.88889,1.6,2.63636,1,2,2,2.33333,3,3,0.307692,0.227273
1 ano A,,56,1,1,Estância,2,15,masculino,pardo,1,2,3,2,2,3,2,4,4,3,2,1,4,3,1,1,4,2,1,1,3,2,2,3,3,4,2,4,5,1,5,4,3,5,4,3,2,1,1,4,1,5,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,3,5,5,2,5,2,5,5,2,5,5,5,5,1,1,1,1,2,3,4,3,4,4,2,1,1,5,4,1,1,,,1,,,,3.8,2.33333,3.25,4.33333,1,2,0,1,0,0,1,0,0,1,0,4,2,2,2.55556,2.25,2,1,5,4,4,1.83333,3.6,3.3125,1.83333,4,2.47778,1,5,4,3,4,4,3,4,2,2,3.44444,1.6,2.54545,1,1,1,1,1,4.5,0.153846,0.227273
1 ano A,,57,1,1,Estância,2,15,masculino,pardo,5,4,2,2,2,3,1,3,3,3,2,2,1,1,1,1,4,1,1,1,2,4,2,2,1,2,3,2,4,4,2,1,4,3,2,5,1,3,3,1,2,1,1,1,1,1,1,1,3,1,1,3,3,2,1,3,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,3,4,5,5,5,5,5,4,4,5,4,5,2,4,5,1,2,3,3,4,4,2,1,2,1,1,5,5,1,2,,,,1,,,2.6,3.66667,4,1.33333,2.5,1,0,1,0,0,1,0,1,1,0,4.5,1,2,2.77778,1.8125,1.28571,2.25,5,4,4.66667,2.83333,2.8,2.5,1.95833,4.46154,2.30635,1,1,2,4,4,4,3,5,3,3,3.22222,1.6,1.90909,3,3,4,1,1,2,0.230769,0.227273
