Cidade,Sexo,cor_da_pele,Idade,Escala_1,Escala_2,Escala_5,Escala_8,Escala_10,Escala_11
CamBrito,feminino,Pardo,15.0,1.88889,1.1875,1.71429,3.75,2.33333,2.4
CamBrito,masculino,Pardo,15.0,2,1.6250,1.28571,4.00,2.5,3.4
CamBrito,masculino,Pardo,15.0,2,1.8125,1,4.00,1.5,2.4
CamBrito,masculino,Preto,15.0,2,1.2500,1,2.00,1.5,3.8
Maruim,masculino,Pardo,15.0,3.88889,3.8125,3.57143,2.75,4.83333,2.4
Maruim,masculino,Pardo,15.0,2.77778,,1.85714,3.50,1.83333,4.0
Maruim,feminino,Pardo,15.0,3.88889,2.8750,2.28571,3.50,2.66667,3.0
Maruim,masculino,Preto,15.0,3.44444,1.4375,2.42857,3.75,3.16667,3.4
Maruim,feminino,Pardo,15.0,2.44444,1.6250,2,2.50,1,2.6
Maruim,masculino,Pardo,15.0,2.22222,1.9375,1.14286,3.75,1.5,3.2
Maruim,masculino,Preto,15.0,3.77778,2.8750,2.28571,3.75,3.66667,4.0
Maruim,feminino,Preto,15.0,3.22222,2.0000,1,3.75,1,2.0
Maruim,feminino,Preto,15.0,2.33333,1.8750,1,1.50,1.66667,5.0
Maruim,masculino,Branco,15.0,2.11111,2.1875,1,4.00,1.33333,4.0
Maruim,feminino,Branco,15.0,2.33333,,1.28571,5.00,2.33333,4.0
Maruim,masculino,Branco,15.0,1.77778,,1.14286,5.00,1.5,4.0
Maruim,masculino,Pardo,15.0,3.44444,2.9375,2.28571,4.75,3.66667,3.2
Maruim,masculino,Pardo,15.0,3.11111,2.0625,1.42857,5.00,,3.4
Maruim,feminino,Pardo,15.0,2.88889,3.1250,1.57143,3.00,2,2.6
Maruim,feminino,Branco,15.0,3.22222,2.1875,1.28571,4.25,1.5,3.6
Maruim,masculino,Branco,15.0,3.44444,2.4375,1,4.25,4,1.6
Maruim,masculino,Pardo,15.0,3.66667,2.8125,2.57143,2.50,3.66667,1.8
Maruim,masculino,Pardo,15.0,3.44444,3.9375,,3.50,5,2.2
Maruim,masculino,Pardo,15.0,2.88889,2.3750,2.28571,3.25,,2.0
Maruim,masculino,Branco,15.0,2.88889,2.6250,,2.25,3.33333,3.0
Maruim,feminino,Pardo,15.0,2.77778,2.0625,1,4.00,1.83333,3.6
Maruim,feminino,Branco,15.0,3.33333,3.9375,1.85714,2.25,1.33333,3.2
Maruim,feminino,Branco,15.0,3.22222,,1.57143,2.50,1.83333,2.6
Maruim,masculino,Pardo,15.0,3.11111,1.8750,1.71429,4.25,1.33333,
Maruim,feminino,Pardo,15.0,2.88889,2.6875,1.85714,2.50,2.16667,2.6
Maruim,feminino,Preto,15.0,2,2.2500,2.57143,3.75,,4.2
Maruim,feminino,Pardo,15.0,1.88889,1.9375,1,3.75,1.33333,4.2
Maruim,masculino,Preto,15.0,3.77778,3.0625,1.28571,3.00,2.16667,2.2
Maruim,,Pardo,15.0,2.33333,1.8750,1,4.00,1.33333,3.8
Maruim,masculino,Pardo,15.0,2.44444,1.8125,1,4.25,1.33333,3.8
Maruim,masculino,Pardo,15.0,3.22222,2.2500,1.57143,3.00,3.33333,1.4
Maruim,masculino,Branco,15.0,2.33333,,1.14286,3.00,1.5,3.8
Maruim,feminino,Branco,15.0,3,1.8125,1,4.50,3,3.2
Maruim,masculino,Branco,15.0,3.11111,2.2500,1.28571,2.50,1.66667,2.8
Maruim,masculino,Pardo,15.0,3.11111,1.9375,1.14286,3.75,1.16667,3.4
Maruim,masculino,Preto,15.0,3.11111,2.3750,2.14286,5.00,4.33333,2.4
Maruim,masculino,Pardo,15.0,2.44444,2.5625,2.28571,3.25,2.5,4.0
Maruim,masculino,Preto,15.0,3.55556,2.1250,1.28571,2.50,1,3.4
Maruim,feminino,Pardo,15.0,3.33333,2.9375,,1.25,1.5,3.4
Maruim,feminino,Pardo,15.0,2.66667,2.1250,1,4.25,1,4.2
Maruim,masculino,Branco,15.0,2.55556,1.8125,1.57143,2.75,3.83333,2.4
Maruim,masculino,Pardo,15.0,3.22222,1.3750,1.28571,5.00,3.33333,4.0
Maruim,feminino,Preto,15.0,2.44444,2.3750,1,3.75,1.33333,4.2
Maruim,masculino,Preto,15.0,3.88889,2.6250,1.14286,2.25,3.16667,4.2
Maruim,masculino,Pardo,15.0,3,1.6875,1,4.50,3,4.4
Maruim,masculino,Branco,15.0,3.22222,1.8125,1,1.00,1.66667,3.0
Maruim,masculino,Preto,15.0,2.66667,1.6250,1,3.75,1.5,3.6
Maruim,feminino,Branco,15.0,,2.0000,1,4.50,2.83333,3.2
Maruim,feminino,Branco,15.0,2,2.4375,2.14286,2.00,2.83333,
Maruim,masculino,Pardo,15.0,2.66667,1.5000,2.28571,4.25,2,2.8
Maruim,masculino,Preto,15.0,3.44444,2.1250,2.42857,2.75,1.5,2.8
Maruim,masculino,Pardo,15.0,3.55556,,2,3.75,,
Maruim,masculino,Preto,15.0,3.11111,,1,3.25,3.66667,1.6
Maruim,feminino,Preto,15.0,,,1.57143,3.00,2.83333,3.4
Maruim,feminino,Branco,15.0,,1.8750,1,1.75,1.33333,4.2
Maruim,feminino,Preto,15.0,2.66667,2.4375,1.71429,2.50,1.33333,4.4
Maruim,masculino,Preto,15.0,1.55556,2.3125,1,4.25,4.5,5.0
Maruim,masculino,Pardo,15.0,3.66667,1.9375,2.14286,2.25,4.83333,2.6
Maruim,masculino,Branco,15.0,1.77778,,,4.25,,5.0
Maruim,masculino,Pardo,15.0,2.66667,2.8125,2.14286,1.50,3.5,3.4
Canindé,masculino,Branco,15.0,1.22222,,1,4.75,1.33333,4.0
Canindé,feminino,Pardo,15.0,2.55556,1.2500,1.14286,2.75,1,4.6
Canindé,masculino,Branco,15.0,2.33333,1.6250,1.28571,3.00,3.33333,3.2
Canindé,masculino,Pardo,15.0,1.33333,1.7500,1,4.75,2.16667,4.0
Canindé,masculino,Pardo,15.0,1.88889,1.8125,1,5.00,4.83333,2.8
Canindé,masculino,Branco,15.0,3,1.8750,1.28571,2.75,1.66667,3.4
Canindé,masculino,Pardo,15.0,3.88889,3.1250,1.85714,3.00,2.33333,5.0
Canindé,masculino,,15.0,2.66667,2.6250,1,4.00,1.66667,3.8
Canindé,masculino,Pardo,15.0,1.55556,1.2500,1,4.75,1.16667,
Canindé,masculino,Pardo,15.0,1.66667,2.1250,1,3.75,1.33333,3.8
Canindé,feminino,Branco,15.0,1.77778,1.5625,1.28571,3.25,3.16667,2.8
Canindé,feminino,Pardo,15.0,1.88889,2.4375,2.14286,4.00,2,3.8
Canindé,masculino,Preto,15.0,2.44444,1.8750,1.14286,3.00,1.5,3.0
Canindé,feminino,Pardo,15.0,1.77778,2.9375,1,3.00,1.5,5.0
Canindé,feminino,Branco,15.0,2.55556,2.7500,1.28571,2.50,3,3.4
Canindé,masculino,Pardo,15.0,2.77778,1.8125,1.14286,3.75,1.66667,4.4
Canindé,feminino,,15.0,,2.0625,1.57143,3.50,3,3.6
Canindé,feminino,Pardo,15.0,1.88889,2.0000,1.57143,3.25,1.16667,4.2
Canindé,masculino,Pardo,15.0,2.66667,1.8750,2,3.75,4.83333,3.4
Canindé,feminino,Pardo,15.0,2.11111,1.6875,1.28571,4.00,1.5,3.2
Canindé,masculino,Pardo,15.0,2.33333,1.1875,1,3.50,1,3.8
Canindé,feminino,Pardo,15.0,2.88889,3.7500,3,4.25,1.66667,2.6
Canindé,feminino,Pardo,15.0,3.11111,3.8125,2,4.25,1.5,2.4
Canindé,feminino,Branco,15.0,2.44444,1.8125,1,1.75,2.16667,2.6
Canindé,masculino,Pardo,15.0,1.77778,1.4375,1.57143,3.00,3,2.8
Canindé,masculino,Pardo,15.0,2.11111,1.3750,1,4.50,1.16667,3.8
Canindé,feminino,Branco,15.0,2.11111,1.9375,1,3.50,1.16667,3.4
Canindé,feminino,Preto,15.0,1.55556,1.6250,1.28571,3.50,1.16667,4.6
Canindé,feminino,Pardo,15.0,2.11111,2.3125,1,3.00,1.5,3.6
Canindé,masculino,Pardo,15.0,1.77778,2.4375,1,2.00,4.66667,2.6
Canindé,masculino,,15.0,1.77778,1.2500,1,4.50,1.33333,4.6
Canindé,feminino,Preto,15.0,1.55556,2.2500,2.42857,3.00,1.83333,3.4
Canindé,masculino,Pardo,15.0,2.11111,1.5625,1,4.00,1.5,3.2
Canindé,feminino,Pardo,15.0,1,1.2500,1,4.50,,4.6
Canindé,masculino,Pardo,15.0,1.44444,1.1875,1.14286,5.00,1.5,4.2
Canindé,feminino,Branco,15.0,2.44444,2.1250,1.28571,2.00,1,4.2
Canindé,masculino,Pardo,15.0,2.22222,1.2500,1.57143,4.00,2,4.4
Canindé,masculino,Pardo,15.0,2.88889,,1,1.00,1.33333,3.2
Canindé,feminino,Pardo,15.0,1.88889,1.4375,1.42857,4.25,1,3.6
Canindé,feminino,Pardo,15.0,1.44444,1.7500,1.14286,5.00,1.33333,5.0
Canindé,feminino,Pardo,15.0,2.88889,2.8750,2.28571,3.50,2.16667,1.8
Canindé,masculino,Pardo,15.0,4.11111,1.9375,1,2.00,2.66667,3.4
Canindé,feminino,,15.0,1.77778,4.1250,2.57143,2.00,2.66667,5.0
Canindé,feminino,Pardo,15.0,2,1.3125,1,2.25,1.16667,3.4
Canindé,feminino,Pardo,15.0,1.77778,1.8125,1.57143,2.50,3.33333,2.0
Canindé,feminino,Preto,15.0,,1.9375,1.71429,3.50,1.33333,3.4
Canindé,masculino,,15.0,2.44444,1.5000,1.57143,4.00,4.16667,2.6
Canindé,masculino,Branco,15.0,2.22222,1.6875,1.14286,2.75,1.66667,2.6
Canindé,feminino,Pardo,15.0,2.55556,1.5000,1,5.00,2.16667,2.4
Canindé,masculino,Pardo,15.0,1.77778,2.0000,1.14286,4.00,2,4.2
Canindé,masculino,Branco,15.0,2,,1,4.25,2.16667,2.8
Canindé,feminino,Pardo,15.0,2.33333,1.5000,1.57143,2.00,2.33333,2.4
Canindé,masculino,Pardo,15.0,2.22222,1.7500,1,4.25,3.5,2.8
Canindé,feminino,Pardo,15.0,2.44444,1.9375,1.42857,2.50,2.33333,3.8
Canindé,masculino,Pardo,15.0,3.22222,2.0625,1.42857,2.75,2.83333,2.6
Canindé,feminino,Branco,15.0,1.77778,1.2500,1,4.50,1.33333,3.4
Canindé,masculino,Pardo,15.0,2.33333,1.6875,1.28571,4.50,1.83333,3.0
Canindé,feminino,Pardo,15.0,3,1.8125,1,3.50,2,3.4
Canindé,feminino,Pardo,15.0,2.55556,1.8125,1,3.50,2,3.4
Canindé,feminino,Pardo,15.0,1.22222,1.5000,1.85714,2.50,1.16667,4.8
Canindé,masculino,Pardo,15.0,2.55556,2.6875,1.28571,2.75,1.16667,3.4
Canindé,masculino,Pardo,15.0,3,2.3750,1.28571,2.00,3.66667,2.4
Canindé,masculino,Pardo,15.0,2.66667,1.8750,1,4.50,,3.6
Canindé,masculino,,15.0,2.22222,2.3750,1,3.00,1.33333,3.0
Canindé,masculino,Pardo,15.0,2.77778,2.3750,1.28571,3.50,2.66667,3.4
Canindé,masculino,Pardo,15.0,3.11111,2.0000,1,2.00,1,3.6
Canindé,masculino,Preto,15.0,2.33333,1.8125,1,2.00,1.16667,3.2
Canindé,feminino,Pardo,15.0,1.55556,1.2500,1,3.00,1.66667,2.8
Canindé,masculino,Pardo,15.0,1.66667,2.0000,1,4.00,3,3.8
Canindé,masculino,Pardo,15.0,2.22222,2.1875,1.28571,3.50,3.16667,4.0
Canindé,feminino,Pardo,15.0,2,2.1875,3.57143,2.25,4,
Canindé,feminino,Preto,15.0,4.44444,3.6875,1.85714,1.00,4.16667,2.2
Canindé,masculino,Branco,15.0,3.44444,2.2500,2.28571,2.75,4,3.8
Canindé,feminino,Pardo,15.0,2,2.3125,1.14286,2.50,1.5,3.4
Canindé,masculino,Pardo,15.0,2.77778,1.4375,1.28571,2.25,2,3.6
Canindé,feminino,Pardo,15.0,2.55556,2.1875,1.57143,3.00,1.83333,3.2
Aracaju,masculino,Branco,15.0,1.88889,1.5625,1,3.00,2.5,3.6
Aracaju,masculino,Pardo,15.0,3.55556,3.0000,1.14286,3.00,1.83333,3.8
Aracaju,feminino,Preto,15.0,2.11111,2.0625,1,4.50,1,3.8
Aracaju,masculino,,15.0,2,2.2500,1.28571,3.50,3.5,4.2
Aracaju,masculino,Pardo,15.0,3.11111,3.0000,1.71429,2.75,2.66667,2.2
Aracaju,masculino,Pardo,15.0,3.11111,2.0625,2.71429,4.00,1.33333,3.4
Aracaju,masculino,Pardo,15.0,1.77778,1.8125,1.28571,3.50,1.16667,3.8
Aracaju,masculino,Pardo,15.0,2.55556,2.7500,2.14286,2.50,1.16667,3.4
Aracaju,feminino,Preto,15.0,2.66667,,1.42857,5.00,1.16667,2.8
Aracaju,feminino,,15.0,3.11111,2.1875,1.14286,4.25,1.66667,3.0
Aracaju,feminino,Pardo,15.0,2.88889,1.6250,1,3.50,3.33333,
Aracaju,masculino,Pardo,15.0,2.44444,2.0000,1,3.50,2.16667,3.4
Aracaju,feminino,Pardo,15.0,2.88889,1.5000,1,3.25,2.16667,1.8
Aracaju,masculino,Pardo,15.0,2.66667,2.2500,1,3.75,2.66667,2.2
Aracaju,feminino,Preto,15.0,2.66667,2.4375,1,3.75,1.83333,3.0
Aracaju,feminino,Pardo,15.0,2.11111,2.1875,2.57143,4.00,1.5,1.8
Aracaju,feminino,Pardo,15.0,,2.6875,2.57143,4.00,2.33333,2.4
Aracaju,feminino,Branco,15.0,2.66667,2.1875,1.14286,4.25,1.66667,2.6
Aracaju,feminino,Pardo,15.0,2.55556,2.3750,1.57143,3.50,1.5,2.8
Aracaju,masculino,Preto,15.0,3.55556,,1.85714,3.25,4.66667,3.0
Aracaju,masculino,Pardo,15.0,2.11111,1.8125,1.42857,5.00,1.83333,4.2
Aracaju,,Pardo,15.0,3.44444,3.1250,,3.75,,
Aracaju,masculino,Preto,15.0,2.22222,1.8125,,3.25,1.33333,3.4
Aracaju,feminino,Pardo,15.0,3.33333,2.6250,2.71429,3.50,3,3.0
Aracaju,feminino,Pardo,15.0,2.11111,1.4375,1.57143,3.75,1,4.6
Aracaju,masculino,Branco,15.0,3,2.5000,1.57143,2.25,4.33333,5.0
Aracaju,feminino,,15.0,,3.0625,3.85714,4.75,3.83333,1.6
Aracaju,feminino,Preto,15.0,3.33333,3.1875,3.42857,5.00,4.33333,1.2
Aracaju,feminino,Pardo,15.0,2,2.5625,1.42857,1.75,1,3.6
Aracaju,masculino,Preto,15.0,2.55556,2.6250,1.71429,2.25,1.83333,3.2
Aracaju,masculino,Preto,15.0,4,2.1250,1.71429,3.25,3.5,2.6
Aracaju,masculino,Branco,15.0,2.44444,2.5000,1.42857,5.00,2.5,1.0
Aracaju,masculino,Preto,15.0,1.55556,1.7500,1.14286,4.25,2,
Aracaju,feminino,Pardo,15.0,2.11111,2.4375,1.42857,5.00,1,3.4
Aracaju,masculino,,15.0,3.11111,3.0625,1.28571,3.25,1.5,2.2
Aracaju,feminino,Pardo,15.0,3.33333,2.5625,1.85714,4.00,,2.8
Aracaju,feminino,Preto,15.0,3.11111,3.1875,,3.75,3.66667,2.6
Aracaju,feminino,Pardo,15.0,3.55556,3.1250,2,3.25,2.16667,3.8
Aracaju,feminino,Preto,15.0,2.55556,,1.14286,4.25,2.66667,3.8
Aracaju,masculino,Pardo,15.0,3.22222,2.5000,2,2.25,2.83333,5.0
Aracaju,masculino,Pardo,15.0,3.55556,2.1250,1.28571,3.50,2,4.6
Estância,feminino,Branco,14.0,2.22222,1.3125,1,4.00,1,4.2
Estância,feminino,Pardo,14.0,,3.3125,3,2.00,2.66667,4.2
Estância,masculino,Branco,14.0,2.11111,2.1250,1.57143,4.25,2.33333,3.6
Estância,feminino,Branco,14.0,,1.9375,1,1.00,2.83333,3.0
Simão Dias,masculino,Preto,14.0,2.22222,2.0625,1.28571,4.00,2.5,3.4
Simão Dias,feminino,Branco,14.0,,,2.57143,4.50,,
Simão Dias,masculino,Pardo,14.0,1.88889,1.0000,1,5.00,1,3.8
Simão Dias,feminino,Pardo,14.0,2.88889,1.4375,1.28571,5.00,1,4.2
CamBrito,feminino,Pardo,14.0,,1.7500,1,2.00,2.5,2.0
CamBrito,feminino,Pardo,14.0,2.66667,1.6250,3.28571,3.00,1,4.4
CamBrito,,,14.0,3.44444,,,3.25,3.83333,3.2
CamBrito,masculino,Branco,14.0,2.44444,2.1875,2.57143,2.25,2.16667,3.4
CamBrito,masculino,Branco,14.0,1.77778,1.0625,1.28571,4.00,1.33333,3.4
CamBrito,feminino,Pardo,14.0,1.33333,1.4375,1,5.00,1,4.0
CamBrito,feminino,Pardo,14.0,2.11111,1.7500,1,4.00,1.83333,2.8
CamBrito,masculino,Branco,14.0,2.55556,2.0000,1,4.50,1.66667,3.0
CamBrito,feminino,Pardo,14.0,1.88889,1.3125,1,4.50,1.33333,3.8
CamBrito,masculino,Pardo,14.0,2.77778,2.5000,1.28571,2.75,3.16667,2.6
CamBrito,feminino,Pardo,14.0,2,2.0000,1.57143,1.50,1.5,4.6
CamBrito,feminino,Pardo,14.0,2.11111,1.8750,1.28571,3.00,,
CamBrito,feminino,Pardo,14.0,,1.4375,1.42857,,2,
CamBrito,feminino,Pardo,14.0,3.33333,1.8750,1.28571,3.25,3.66667,3.8
Carmo,masculino,Pardo,14.0,3.11111,1.7500,,1.25,1.66667,4.2
Carmo,feminino,Pardo,14.0,1.77778,2.0000,1.42857,4.25,2,2.8
Carmo,feminino,Pardo,14.0,2.77778,,1,4.00,2,3.8
N.S. Dores,,,14.0,,,,,,3.4
N.S. Dores,feminino,Branco,14.0,2.55556,2.6250,2.14286,4.75,1,4.2
N.S. Dores,feminino,Pardo,14.0,,,3.42857,4.50,,5.0
N.S. Dores,feminino,Branco,14.0,1.66667,1.3750,1,4.50,1,4.2
N.S. Dores,feminino,Branco,14.0,1.77778,2.3125,1.57143,4.75,3,2.6
N.S. Dores,feminino,Branco,14.0,1.77778,1.2500,1,4.75,1.33333,4.6
N.S. Dores,feminino,Branco,14.0,2.11111,2.1250,1.28571,4.00,2,3.6
N.S. Dores,feminino,Pardo,14.0,3.44444,2.4375,2,4.00,2.16667,3.0
N.S. Dores,masculino,Pardo,14.0,2.33333,1.7500,1.71429,2.75,3.5,3.4
N.S. Dores,feminino,Preto,14.0,2.44444,3.0625,3,2.25,2.83333,1.6
N.S. Dores,feminino,Pardo,14.0,2,1.6875,1.57143,3.75,1,4.4
N.S. Dores,feminino,Pardo,14.0,2.55556,1.3125,1,4.25,1.5,3.8
N.S. Dores,masculino,Pardo,14.0,2.33333,2.3750,1.85714,4.75,1.5,2.2
N.S. Dores,feminino,Preto,14.0,2.33333,2.4375,3.14286,3.50,2,3.2
N.S. Dores,feminino,Branco,14.0,2.55556,2.2500,1.42857,2.50,3.16667,3.6
N.S. Dores,feminino,Branco,14.0,2.77778,,2.14286,3.00,2.5,2.6
N.S. Dores,feminino,Branco,14.0,2.77778,2.3750,2.14286,3.00,,
N.S. Dores,masculino,Pardo,14.0,3.88889,1.6875,1.57143,3.00,3.5,2.6
N.S. Dores,masculino,Branco,14.0,2.22222,2.0000,1.85714,2.25,1.83333,4.6
N.S. Dores,masculino,Pardo,14.0,2.33333,2.1875,1.28571,3.75,2.33333,2.2
N.S. Dores,masculino,Pardo,14.0,1.55556,,1.42857,1.75,3.5,2.2
N.S. Dores,masculino,Pardo,14.0,,1.8125,1,2.75,2.83333,3.2
N.S. Dores,masculino,Preto,14.0,2.55556,2.1250,1.14286,4.50,4.83333,3.4
N.S. Dores,feminino,Pardo,14.0,2.22222,,1,4.00,1.83333,3.6
N.S. Dores,masculino,Pardo,14.0,1.77778,2.0625,1.28571,4.50,3.5,1.4
N.S. Dores,masculino,Pardo,14.0,1.77778,,1,2.00,2,3.2
N.S. Dores,masculino,Pardo,14.0,4,2.5000,3.14286,2.75,3.66667,3.0
Neópolis,feminino,Pardo,14.0,2,1.5625,2.71429,5.00,3.33333,3.0
Neópolis,masculino,Branco,14.0,2.22222,1.4375,1,4.50,2,3.2
Neópolis,masculino,Pardo,14.0,2.44444,1.8750,1,3.50,2.33333,1.8
Neópolis,masculino,Pardo,14.0,2.22222,2.0625,1.42857,3.75,1.5,3.0
Neópolis,feminino,Preto,14.0,2.11111,2.0625,2.71429,1.25,2.66667,3.4
Neópolis,masculino,Preto,14.0,2.44444,2.1250,1.57143,2.00,1.83333,4.0
Porto Folha,masculino,Pardo,14.0,,1.9375,1.85714,2.75,3,2.0
Porto Folha,feminino,Preto,14.0,2.11111,1.7500,1,1.00,2,4.4
Porto Folha,masculino,Branco,14.0,2.44444,1.6250,2.14286,2.75,4.16667,2.8
Porto Folha,feminino,Branco,14.0,2.66667,1.9375,2.85714,3.75,2.5,3.8
Porto Folha,masculino,Pardo,14.0,1.66667,1.3750,1.42857,5.00,1.33333,3.4
Maruim,masculino,Branco,14.0,4.22222,3.4375,1.42857,1.75,3.5,1.8
Maruim,masculino,Pardo,14.0,3.11111,3.9375,2.71429,4.50,1.83333,3.2
Maruim,masculino,Preto,14.0,2.33333,2.0000,1.28571,2.00,4.5,4.0
Maruim,feminino,Pardo,14.0,2.88889,2.0625,2.14286,1.25,,1.8
Maruim,masculino,Pardo,14.0,2.77778,2.0625,1.57143,1.00,3,2.0
Maruim,feminino,Preto,14.0,4.33333,3.9375,2.14286,2.50,3.33333,3.0
Maruim,masculino,Preto,14.0,,,1,2.50,1.5,1.8
Maruim,masculino,Pardo,14.0,2.11111,1.6875,2,2.25,2.83333,2.4
Maruim,feminino,Pardo,14.0,,,,,,
Maruim,masculino,Branco,14.0,,3.3125,2.42857,2.75,2.33333,3.0
Canindé,masculino,Branco,14.0,3.66667,1.5000,1,2.00,1.33333,2.6
Canindé,masculino,Pardo,14.0,2.33333,1.7500,1.14286,2.00,2.33333,3.4
Aracaju,feminino,Preto,14.0,2.55556,1.6875,1.14286,3.25,1,4.0
Aracaju,feminino,Pardo,14.0,3.33333,3.1250,1.42857,3.25,1.33333,3.6
Aracaju,masculino,,14.0,2.33333,2.5625,1.28571,3.25,,4.0
Aracaju,feminino,Pardo,14.0,2.66667,2.1250,,2.00,1.66667,4.6
Aracaju,feminino,Pardo,14.0,,,1.42857,4.25,1.16667,3.2
Aracaju,masculino,Pardo,14.0,2.77778,2.8125,3,4.00,2.16667,3.4
Aracaju,masculino,Preto,14.0,2.33333,,,,,
Aracaju,feminino,Pardo,14.0,3.55556,2.8750,1.57143,,,
Aracaju,feminino,,14.0,2.44444,2.0000,1,3.00,,
Aracaju,feminino,Pardo,14.0,2,2.1250,2,4.00,,4.0
Aracaju,feminino,Branco,14.0,,3.0000,1.42857,1.25,1,1.0
Aracaju,feminino,Pardo,14.0,3.66667,2.3125,1.14286,4.00,3.16667,2.0
Aracaju,feminino,,14.0,,2.0000,,3.50,3,
Aracaju,feminino,Pardo,14.0,3.66667,2.5000,,3.50,4.33333,1.8
Aracaju,masculino,Branco,14.0,,1.5625,2,2.25,1.66667,
Aracaju,masculino,Pardo,14.0,2.88889,2.3125,3.14286,3.25,3.66667,3.0
Estância,masculino,Pardo,13.0,2.22222,1.7500,1,3.75,1.66667,4.4
Estância,feminino,Branco,13.0,3.55556,4.2500,3,3.00,3.66667,3.0
Estância,feminino,Branco,13.0,,3.3750,,2.25,1.66667,2.8
Simão Dias,masculino,Pardo,13.0,2.33333,2.0000,1.28571,3.00,1.66667,3.4
CamBrito,masculino,Pardo,13.0,1.66667,1.7500,1.71429,1.75,2.16667,2.0
CamBrito,feminino,Pardo,13.0,1.44444,1.8125,2.28571,2.00,1.66667,
CamBrito,masculino,,13.0,2.33333,2.9375,2.85714,2.75,,3.4
CamBrito,feminino,Pardo,13.0,3.33333,2.5625,2,3.00,2.5,1.8
CamBrito,feminino,Pardo,13.0,3.11111,,2.57143,2.50,3.33333,3.0
Carmo,feminino,Pardo,13.0,2.66667,2.3750,1,4.50,2.33333,
Carmo,feminino,Pardo,13.0,,2.1875,1,5.00,1.33333,4.0
Carmo,masculino,,13.0,2.88889,1.6250,1.14286,3.25,1.33333,3.4
N.S. Dores,feminino,,13.0,3.33333,2.1250,1.14286,1.00,3.33333,1.6
N.S. Dores,feminino,Branco,13.0,2.33333,,1.71429,2.75,2.33333,1.4
N.S. Dores,masculino,Branco,13.0,,,,,2,2.0
N.S. Dores,feminino,Pardo,13.0,2.66667,,1.28571,,,
Simão Dias,masculino,Branco,13.0,3.33333,1.8750,1.14286,4.50,,2.6
Simão Dias,feminino,Branco,13.0,,1.8125,1.85714,2.25,1.83333,
Maruim,masculino,Pardo,13.0,,2.3125,1.28571,3.50,2.16667,3.8
Maruim,masculino,Preto,13.0,,,5,5.00,1.66667,
Maruim,feminino,Branco,13.0,,2.6250,3.28571,2.75,1,
Aracaju,masculino,Branco,13.0,1.77778,3.5000,3.28571,5.00,3.83333,2.2
Aracaju,feminino,Branco,13.0,1.88889,1.6875,1.14286,2.75,1,4.0
Aracaju,feminino,,13.0,1.88889,2.1250,2.14286,3.00,1.16667,2.6
Aracaju,feminino,,13.0,3.11111,2.6250,3.14286,3.75,,3.6
Aracaju,masculino,Pardo,13.0,2,1.4375,1.14286,4.00,,
Aracaju,feminino,Pardo,13.0,2.66667,,2.28571,2.75,2,3.2
Estância,masculino,Pardo,12.0,1.66667,1.5625,1.57143,4.50,2.16667,2.0
Estância,masculino,Pardo,12.0,2.11111,2.3750,1.28571,2.25,1.16667,2.4
Estância,masculino,Pardo,12.0,3.88889,2.3750,,2.25,,1.8
Estância,feminino,,12.0,1.44444,1.7500,1,3.00,2.66667,3.6
Estância,masculino,Pardo,12.0,2.11111,1.5625,1.85714,3.50,2.5,3.4
Estância,feminino,Preto,12.0,2.33333,2.2500,1,5.00,,
Estância,feminino,Pardo,12.0,2.33333,,1,4.50,1.66667,3.6
Estância,feminino,Pardo,12.0,3,,1.28571,1.75,3,1.0
Estância,feminino,Preto,12.0,2.77778,3.6250,,3.75,4.33333,4.2
Estância,masculino,Preto,12.0,2,,,3.75,,
Estância,feminino,Pardo,12.0,2.22222,3.1875,3.14286,5.00,,3.6
Estância,feminino,Branco,12.0,1.88889,2.3125,,2.75,1,4.2
Estância,masculino,Preto,12.0,2.33333,2.3125,1.85714,2.75,3.33333,1.6
Estância,masculino,Pardo,12.0,2.22222,1.8750,1.28571,4.50,2,3.0
Estância,masculino,Pardo,12.0,2.11111,1.9375,1.28571,4.25,1.33333,4.0
CamBrito,feminino,Branco,12.0,2.88889,1.5000,3.42857,5.00,4.16667,4.0
CamBrito,masculino,Pardo,12.0,2.55556,3.1250,2.57143,5.00,3.16667,1.8
CamBrito,feminino,Pardo,12.0,2.55556,2.8125,1.85714,3.25,3.16667,2.6
CamBrito,masculino,Pardo,12.0,3.55556,2.5000,1.28571,1.00,3,5.0
CamBrito,masculino,Pardo,12.0,3.44444,2.6250,1.14286,1.00,3,3.6
CamBrito,feminino,Pardo,12.0,1.33333,1.6875,1.28571,2.00,1,4.2
CamBrito,masculino,Preto,12.0,3.11111,,2,2.50,2.5,
CamBrito,feminino,Pardo,12.0,3,1.6875,1.14286,4.25,3.66667,4.0
CamBrito,masculino,Pardo,12.0,3.22222,1.6250,1.14286,4.25,2.16667,3.0
CamBrito,feminino,Pardo,12.0,2.33333,2.3750,2.71429,4.00,1.16667,1.8
CamBrito,feminino,,12.0,,3.6875,1.14286,3.00,1.5,4.0
CamBrito,feminino,Branco,12.0,2,1.6250,1.14286,2.75,2,4.4
CamBrito,feminino,Pardo,12.0,2,1.6250,2.42857,4.50,2,4.0
CamBrito,feminino,Pardo,12.0,2.77778,2.6875,2.28571,1.25,3.33333,3.0
CamBrito,feminino,Pardo,12.0,2.33333,2.1250,1.71429,4.00,2.5,4.0
